scientific_name,locale,common_name
Gyps rueppelli,af,Rüppellaasvoël
Hadromophryne natalensis,af,Natalse spookpadda
Haematopus moquini,af,Swarttobie
Haematopus ostralegus,af,Bonttobie
Halcyon albiventris,af,Bruinkopvisvanger
Halcyon chelicuti,af,Gestreepte visvanger
Halcyon leucocephala,af,Gryskopvisvanger
Halcyon senegalensis,af,Bosveldvisvanger
Halcyon senegaloides,af,Manglietvisvanger
Haliaeetus albicilla,af,Witstertarend
Haliaeetus leucocephalus,af,Amerikaanse arend
Haliaeetus pelagicus,af,Steller se seearend
Haliaeetus vocifer,af,Visarend
Halobaena caerulea,af,Bloustormvoël
Hedydipna collaris,af,Kortbeksuikerbekkie
Helarctos malayanus,af,sonbeer
Helogale parvula,af,Dwergmuishond
Heteromirafra ruddi,af,Drakensberglewerik
Heterotetrax vigorsii,af,Vaalkorhaan
Hieraaetus ayresii,af,Kleinjagarend
Hieraaetus pennatus,af,Dwergarend
Hieraaetus wahlbergi,af,Bruinarend (Wahlbergarend)
Himantopus himantopus,af,Rooipootelsie
Hippolais icterina,af,Spotsanger
Hippolais olivetorum,af,Olyfboomsanger
Hippopotamus amphibius,af,Seekoei
Hippotragus equinus,af,Bastergemsbok
Hirundo albigularis,af,Witkeelswael
Hirundo angolensis,af,Angolaswael
Hirundo atrocaerulea,af,Blouswael
Hirundo dimidiata,af,Pêrelborsswael
Hirundo rustica,af,Europese swael
Hirundo smithii,af,Draadstertswael
Hodotermes mossambicus,af,Grootgrasdraertermiet
Human non-vocal,af,Menslik (nie-vokaal)
Human vocal,af,Menslik (vokaal)
Human whistle,af,Menslike fluit
Hyaena hyaena,af,Gestreepte hiëna
Hydrobates castro,af,Madeirastormswael
Hydrobates leucorhous,af,Swaelstertstormswael
Hydrobates monorhis,af,Swinhoestormswael
Hydrobates pelagicus,af,Europese stormswael
Hydrochoerus hydrochaeris,af,Kapibara
Hydropotes inermis,af,Waterhert
Hydroprogne caspia,af,Reusesterretjie
Hyliota australis,af,Mashonahyliota
Hyliota flavigaster,af,Geelborshyliota
Hypargos margaritatus,af,Rooskeelkolpensie
Hypargos niveoguttatus,af,Rooikeelkolpensie
Hyperolius marmoratus,af,Geverfde rietpadda
Hyperolius pickersgilli,af,Pickersgill se rietpadda
Ichneumia albicauda,af,Witstertmuishond
Icthyophaga vocifer,af,Visarend
Iduna natalensis,af,Geelsanger
Indicator archipelagicus,af,Maleisiese heuningwyser
Indicator exilis,af,Minste heuningwyser
Indicator indicator,af,Grootheuningwyser
Indicator meliphilus,af,Oostelike heuningwyser
Indicator minor,af,Kleinheuningwyser
Indicator pumilio,af,Dwergheuningwyser
Indicator variegatus,af,Gevlekte heuningwyser
Indicator willcocksi,af,Willcocks se heuningwyser
Indicator xanthonotus,af,Geelrugheuningwyser
Irania gutturalis,af,Irania
Ispidina picta,af,Dwergvisvanger
Ixobrychus minutus,af,Kleinrietreier
Jynx ruficollis,af,Draaihals
Kassina senegalensis,af,Borrelvleipadda
Kaupifalco monogrammicus,af,Akkedisvalk
Ketupa lactea,af,Reuse-ooruil
Kobus leche,af,Rooilechwe
Kobus vardonii,af,Poekoe
Lagonosticta nitidula,af,Bruinvuurvinkie
Lagonosticta rhodopareia,af,Jamesonse vuurvinkie
Lagonosticta rubricata,af,Kaapse vuurvinkie
Lagonosticta senegala,af,Rooibekvuurvinkie
Lama glama,af,Lama
Lamprotornis acuticaudus,af,Spitsstertglansspreeu
Lamprotornis australis,af,Grootglansspreeu
Lamprotornis bicolor,af,Witgatspreeu
Lamprotornis chalybaeus,af,Grootblouoorglansspreeu
Lamprotornis chloropterus,af,Klein-blouoorglansspreeu
Lamprotornis mevesii,af,Langstertglansspreeu
Lamprotornis nitens,af,Kleinglansspreeu
Laniarius aethiopicus,af,Tropiese waterfiskaal
Laniarius atrococcineus,af,Rooiborslaksman
Laniarius bicolor,af,Moeraswaterfiskaal
Laniarius ferrugineus,af,Suidelike waterfiskaal
Laniarius major,af,Tropiese Waterfiskaal
Lanioturdus torquatus,af,Kortstertlaksman
Lanius collaris,af,Fiskaallaksman
Lanius collurio,af,Rooiruglaksman
Lanius minor,af,Gryslaksman
Lanius phoenicuroides,af,Rooistertlaksman
Lanius souzae,af,Souzase laksman
Larus argentatus,af,Haringmeeu
Larus dominicanus,af,Swartrugmeeu
Larus fuscus,af,Kleinswartrugmeeu
Lemur catta,af,Ringstertlemur
Leptailurus serval,af,tierboskat
Leptopelis xenodactylus,af,Langtoon-boompadda
Leptoptilos crumenifer,af,Maraboe
Lepus americanus,af,Poolhaas
Leucocarbo atriceps,af,Keiserduiker
Leucophaeus pipixcan,af,Franklinse meeu
Limnodromus semipalmatus,af,Asiatiese Snipgriet
Limosa haemastica,af,Hudsonbaaigriet
Limosa lapponica,af,Bandstertgriet
Limosa limosa,af,Swartstertgriet
Locustana pardalina,af,Bruintreksprinkaan
Locustella fluviatilis,af,Sprinkaansanger
Lophaetus occipitalis,af,Langkuifarend
Lophoceros alboterminatus,af,Gekroonde Neushoringvoël
Lophoceros bradfieldi,af,Bradfieldneushoringvoël
Lophoceros camurus,af,Dwergneushoringvoël
Lophoceros fasciatus,af,Bontneushoringvoël
Lophoceros hemprichii,af,Hemprichse neushoringvoël
Lophoceros nasutus,af,Grysneushoringvoël
Lophoceros pallidirostris,af,Diksnawelneushoringvoël
Lophotis ruficrista,af,Boskorhaan
Loxodonta africana,af,Savanne-olifant
Loxodonta cyclotis,af,Knysna-olifant
Lucilia sericata,af,Europese groenskaapbrommer
Luscinia luscinia,af,Nagtegaallyster
Luscinia megarhynchos,af,Nagtegaal
Lutra lutra,af,Otter
Lybius torquatus,af,Rooikophoutkapper
Lycaon pictus,af,Wildehond
Lynx lynx,af,Eurasiese rooikat
Macheiramphus alcinus,af,Vlermuisvalk
Machlolophus aplonotus,af,Indiese kroonmees
Macronectes giganteus,af,Reusenellie
Macronectes halli,af,Grootnellie
Macronyx ameliae,af,Rooskeelkalkoentjie
Macronyx capensis,af,Oranjekeelkalkoentjie
Macronyx croceus,af,Geelkeelkalkoentjie
Macronyx fuelleborni,af,Angolakalkoentjie
Malaconotus blanchoti,af,Spookvoël
Malcorus pectoralis,af,Rooioorlangstertjie
Mandingoa nitidula,af,Groenkolpensie
Mandrillus sphinx,af,Mandril
Mareca sibilatrix,af,Chiloe-eend
Megaceryle maxima,af,Reusevisvanger
Megadyptes antipodes,af,Geeloogpikkewyn
Megaptera novaeangliae,af,Bultrugwalvis
Melaenornis pammelaina,af,Swartvlieëvanger
Melaenornis silens,af,Fiskaalvlieëvanger
Melaniparus afer,af,Piet-tjou-tjou-grysmees
Melaniparus carpi,af,Ovamboswartmees
Melaniparus cinerascens,af,Akasiagrysmees
Melaniparus griseiventris,af,Miombogrysmees
Melaniparus leucomelas,af,Witvlerkmees
Melaniparus niger,af,Gewone Swartmees
Melaniparus rufiventris,af,Swartkopmees
Meles meles,af,Europese das
Melierax canorus,af,Bleeksingvalk
Melierax metabates,af,Donkersingvalk
Mellisuga helenae,af,Bykolibrie
Melocichla mentalis,af,Breëstertgrasvoël
Melopsittacus undulatus,af,Budjie
Merops albicollis,af,Witkeelbyvreter
Merops apiaster,af,Europese byvreter
Merops boehmi,af,Roeskopbyvreter
Merops bullockoides,af,Rooikeelbyvreter
Merops hirundineus,af,Swaelstertbyvreter
Merops malimbicus,af,Pienkborsbyvreter
Merops nubicoides,af,Rooiborsbyvreter
Merops persicus,af,Blouwangbyvreter
Merops pusillus,af,Kleinbyvreter
Merops superciliosus,af,Olyfbyvreter
Microbatrachella capensis,af,Mikropadda
Microcarbo africanus,af,Rietduiker
Microcarbo coronatus,af,Kuifkopduiker
Microhodotermes viator,af,Stokkiesdraertermiet
Micronisus gabar,af,Kleinsingvalk
Microparra capensis,af,Dwerglangtoon
Milvus migrans,af,Swartwou
Milvus milvus,af,Rooiwou
Mirafra africana,af,Rooineklewerik
Mirafra apiata,af,Kaapse klappertjie
Mirafra cheniana,af,Spotlewerik
Mirafra fasciolata,af,Hoëveldklappertjie
Mirafra passerina,af,Bosveldlewerik
Mirafra rufocinnamomea,af,Laeveldklappertjie
Mirounga angustirostris,af,Noordelike olifantrob
Mirounga leonina,af,Suidelike olifantrob
Momotus coeruliceps,af,Bloukroonmotmot
Monticola angolensis,af,Angolakliplyster
Monticola brevipes,af,Korttoonkliplyster
Monticola explorator,af,Langtoonkliplyster
Monticola rupestris,af,Kaapse kliplyster
Morus capensis,af,Witmalgas
Morus serrator,af,Australiese malgas
Motacilla aguimp,af,Bontkwikkie
Motacilla alba,af,Witkwikkie
Motacilla capensis,af,Gewone Kwikkie
Motacilla cinerea,af,Gryskwikkie
Motacilla citreola,af,Sitrienkwikkie
Motacilla clara,af,Bergkwikkie
Motacilla flava,af,Geelkwikkie
Mungos mungo,af,Gebande muishond
Mus musculus,af,Huismuis
Muscicapa adusta,af,Donkervlieëvanger
Muscicapa striata,af,Europese vlieëvanger
Musophaga rossae,af,Rooikuifloerie
Mustela erminea,af,Hermelyn
Mustela nivalis,af,Wesel
Mustela sibirica,af,Siberiese bergwesel
Mycteria ibis,af,Nimmersat
Myiornis auricularis,af,Miudinho
Myrmecocichla arnotti,af,Bontpiek
Myrmecocichla formicivora,af,Swartpiek
Myrmecocichla monticola,af,Bergwagter
Myrmecocichla nigra,af,Roetpiek
Namibornis herero,af,Hererospekvreter
Nasalis larvatus,af,Neusaap
Neafrapus boehmi,af,Witpensstekelstert
Necrosyrtes monachus,af,Monnikaasvoël
Nectarinia famosa,af,Jangroentjie
Nectarinia kilimensis,af,Bronssuikerbekkie
Neophedina cincta,af,Gebande oewerswael
Neophron percnopterus,af,Egiptiese aasvoël
Neotis denhami,af,Veldpou
Neotis ludwigii,af,Ludwigse pou
Nesoenas mayeri,af,Mauritiusduif
Nesospiza acunhae,af,Inaccessible-streepkoppie
Nesospiza questi,af,Nightingale-streepkoppie
Nesospiza wilkinsi,af,Dikbekstreepkoppie
Nestor notabilis,af,Kea
Netta erythrophthalma,af,Bruineend
Nettapus auritus,af,Dwerggans
Nicator gularis,af,Geelvleknikator
Nicator vireo,af,Geelkeelnikator
Nilaus afer,af,Bontroklaksman
Notopholia corusca,af,Swartpensglansspreeu
Numenius arquata,af,Grootwulp
Numenius phaeopus,af,Kleinwulp
Numenius tenuirostris,af,Dunbekwulp
Numida meleagris,af,Gewone tarentaal
Nyctereutes procyonoides,af,Wasbeerhond
Nycticorax nycticorax,af,Gewone nagreier
Nymphicus hollandicus,af,kokketiel
Oceanites oceanicus,af,Gewone stormswael
Odobenus rosmarus,af,Walrus
Odocoileus virginianus,af,Witsterthert
Oena capensis,af,Namakwaduifie
Oenanthe bottae,af,Rooiborswagter
Oenanthe familiaris,af,Gewone Spekvreter
Oenanthe isabellina,af,Isabellaskaapwagter
Oenanthe oenanthe,af,Europese skaapwagter
Oenanthe pileata,af,Hoëveldskaapwagter
Oenanthe pleschanka,af,Bontskaapwagter
Okapia johnstoni,af,Okapi
Onychognathus morio,af,Rooivlerkspreeu
Onychognathus nabouroup,af,Bleekvlerkspreeu
Onychoprion anaethetus,af,Brilsterretjie
Onychoprion fuscatus,af,Roetsterretjie
Orcinus orca,af,Moordvis
Oreophilais robertsi,af,Woudlangstertjie
Oreotragus oreotragus,af,Klipspringer
Oriolus auratus,af,Afrikaanse wielewaal
Oriolus chlorocephalus,af,Groenkopwielewaal
Oriolus larvatus,af,Swartkopwielewaal
Oriolus oriolus,af,Europese wielewaal
Ornithorhynchus anatinus,af,eendbekdier
Ortygornis sephaena,af,Bospatrys
Ortygospiza atricollis,af,Gewone kwartelvinkie
Oryx gazella,af,Gemsbok
Otocyon megalotis,af,Draaijakkals
Otolemur crassicaudatus,af,Bosnagaap
Otus scops,af,Kleinooruil
Otus senegalensis,af,Skopsuil
Ovibos moschatus,af,Muskusos
Oxyura maccoa,af,Bloubekeend
Pachycoccyx audeberti,af,Dikbekkoekoek
Pachyptila belcheri,af,Dunbekwalvisvoël
Pachyptila desolata,af,Antarktiese walvisvoël
Pachyptila salvini,af,Marionwalvisvoël
Pachyptila turtur,af,Swartstertwalvisvoël
Pachyptila vittata,af,Breëbekwalvisvoël
Pagodroma nivea,af,Witstormvoël
Paludipasser locustella,af,Rooivlerkkwartelvinkie
Pan paniscus,af,Bonobo
Pan troglodytes,af,Sjimpansee
Pandion haliaetus,af,Visvalk
Panthera leo,af,leeu
Panthera onca,af,jaguar
Panthera pardus,af,Luiperd
Panthera tigris,af,Tier
Panthera uncia,af,Sneeuluiperd
Panurus biarmicus,af,Baardmannetjie
Papio anubis,af,Olyfbobbejaan
Papio cynocephalus,af,Geelbobbejaan
Papio hamadryas,af,Mantelbobbejaan
Papio ursinus,af,Kaapse bobbejaan
Paragallinula angulata,af,Kleinwaterhoender
Parahyaena brunnea,af,Strandwolf
Paraxerus cepapi,af,Geelpooteekhorinkie
Passer diffusus,af,Gryskopmossie
Passer domesticus,af,Huismossie
Passer griseus,af,Witkeelmossie
Passer melanurus,af,Gewone mossie
Passer montanus,af,Europese Boommossie
Passer motitensis,af,Grootmossie
Pastor roseus,af,Roosspreeu
Pavo cristatus,af,Makpou
Pelagodroma marina,af,Witwangstormswael
Pelea capreolus,af,Vaalribbok
Pelecanoides georgicus,af,Kleinduikstormvoël
Pelecanoides urinatrix,af,Gewone duikstormvoël
Pelecanus occidentalis,af,Bruinpelikaan
Pelecanus onocrotalus,af,Witpelikaan
Pelecanus rufescens,af,Kleinpelikaan
Perdicula asiatica,af,Rooipiet
Perisoreus infaustus,af,Taigagaai
Pernis apivorus,af,Wespedief
Petrochelidon rufigula,af,Rooikeelfamielieswael
Petrochelidon spilodera,af,Familieswael
Phacochoerus africanus,af,Vlakvark
Phaethon aethereus,af,Rooibekpylstert
Phaethon lepturus,af,Witpylstert
Phaethon rubricauda,af,Rooipylstert
Phalacrocorax capensis,af,Trekkormorant
Phalacrocorax carbo,af,Grootkormorant
Phalacrocorax neglectus,af,Bankduiker
Phalaropus fulicarius,af,Grysfraiingpoot
Phalaropus lobatus,af,Rooihalsfraiingpoot
Phalaropus tricolor,af,Bontfraiingpoot
Phascolarctos cinereus,af,koala
Phasianus colchicus,af,Ringnekfisant
Phedina borbonica,af,Gestreepte kransswael
Philetairus socius,af,Versamelvoël
Phoebastria immutabilis,af,Swartwangalbatros
Phoebetria fusca,af,Bruinalbatros
Phoebetria palpebrata,af,Swartkopalbatros
Phoeniconaias minor,af,Kleinflamink
Phoenicopterus roseus,af,Grootflamink
Phoeniculus damarensis,af,Perskakelaar
Phoeniculus purpureus,af,Rooibekkakelaar
Phoenicurus phoenicurus,af,Europese rooistert
Phragmacia substriata,af,Namakwalangstertjie
Phrynobatrachus natalensis,af,Snorkmodderpadda
Phrynomantis affinis,af,Gespikkelde rubberpadda
Phrynomantis annectens,af,Marmerrubberpadda
Phrynomantis bifasciatus,af,Gebande rubberpadda
Phyllastrephus debilis,af,Kleinboskruiper
Phyllastrephus flavostriatus,af,Geelstreepboskruiper
Phyllastrephus terrestris,af,Boskrapper
Phylloscopus ruficapilla,af,Geelkeelsanger
Phylloscopus trochilus,af,Hofsanger
Physeter macrocephalus,af,potvis
Pica hudsonia,af,Amerikaanse ekster
Pica pica,af,Eurasiese ekster
Picoides dorsalis,af,Amerikaanse houtkappers
Pinarocorys nigricans,af,Donkerlewerik
Pinarornis plumosus,af,Swartberglyster
Pithecophaga jefferyi,af,Filippynse arend
Pitta angolensis,af,Angolapitta
Platalea ajaja,af,Roseate-lepelaar
Platalea alba,af,Lepelaar
Platalea leucorodia,af,Gewone lepelaar
Platysteira peltata,af,Beloogbosbontrokkie
Plectropterus gambensis,af,Wildemakou
Plegadis chihi,af,Rooiwangibis
Plegadis falcinellus,af,Glansibis
Plocepasser mahali,af,Koringvoël
Ploceus bicolor,af,Bosmusikant
Ploceus capensis,af,Kaapse wewer
Ploceus cucullatus,af,Bontrugwewer
Ploceus intermedius,af,Kleingeelvink
Ploceus ocularis,af,Brilwewer
Ploceus olivaceiceps,af,Olyfkopwewer
Ploceus rubiginosus,af,Bruinwewer
Ploceus subaureus,af,Geelwewer
Ploceus velatus,af,Swartkeelgeelvink
Ploceus xanthops,af,Goudwewer
Ploceus xanthopterus,af,Bruinkeelwewer
Pluvialis apricaria,af,Europese Gouestrandkiewiet
Pluvialis dominica,af,Amerikaanse goue strandkiewiet
Pluvialis fulva,af,Oosterse goue strandkiewiet
Pluvialis squatarola,af,Grysstrandkiewiet
Podargus strigoides,af,Geelbruinpaddabek
Podica senegalensis,af,Watertrapper
Podiceps cristatus,af,Kuifkopdobbertjie
Podiceps nigricollis,af,Swartnekdobbertjie
Pogoniulus bilineatus,af,Swartblestinker
Pogoniulus chrysoconus,af,Geelblestinker
Pogoniulus pusillus,af,Rooiblestinker
Pogoniulus simplex,af,Groentinker
Pogonocichla stellata,af,Witkoljanfrederik
Poicephalus cryptoxanthus,af,Bruinkoppapegaai
Poicephalus fuscicollis,af,Savannepapegaai
Poicephalus meyeri,af,Bosveldpapegaai
Poicephalus robustus,af,Grootpapegaai
Poicephalus rueppellii,af,Bloupenspapegaai
Polemaetus bellicosus,af,Breëkoparend
Polihierax semitorquatus,af,Dwergvalk
Polyboroides typus,af,Kaalwangvalk
Porphyrio alleni,af,Kleinkoningriethaan
Porphyrio madagascariensis,af,Grootkoningriethaan
Porphyrio martinica,af,Amerikaanse Koningriethaan
Porphyrio porphyrio,af,Grootkoningriethaan
Porzana porzana,af,Gevlekte riethaan
Potamochoerus larvatus,af,Bosvark
Power tools,af,Kraggereedskap
Prinia erythroptera,af,Rooivlerksanger
Prinia flavicans,af,Swartbandlangstertjie
Prinia hypoxantha,af,Drakensberglangstertjie
Prinia maculosa,af,Karoolangstertjie
Prinia subflava,af,Bruinsylangstertjie
Prionops plumatus,af,Withelmlaksman
Prionops retzii,af,Swarthelmlaksman
Prionops scopifrons,af,Stekelkophelmlaksman
Procavia capensis,af,Klipdassie
Procellaria aequinoctialis,af,Bassiaan
Procellaria cinerea,af,Gryspylstormvoël
Procellaria conspicillata,af,Brilbassiaan
Procyon lotor,af,Wasbeer
Prodotiscus regulus,af,Skerpbekheuningvoël
Prodotiscus zambesiae,af,Dunbekheuningvoël
Promerops cafer,af,Kaapse suikervoël
Promerops gurneyi,af,Rooiborssuikervoël
Prosthemadera novaeseelandiae,af,Toei
Psalidoprocne albiceps,af,Witkopsaagvlerkswael
Psalidoprocne pristoptera,af,Swartsaagvlerkswael
Pseudhirundo griseopyga,af,Gryskruisswael
Pseudobulweria rostrata,af,Tahitistormvoël
Psittacula krameri,af,Ringnekpapegaai
Psittacus erithacus,af,Gryspapegaai
Psophocichla litsitsirupa,af,Gevlekte Lyster
Pternistis adspersus,af,Rooibekfisant
Pternistis afer,af,Rooikeelfisant
Pternistis capensis,af,Kaapse Fisant
Pternistis natalensis,af,Natalse fisant
Pternistis swainsonii,af,Bosveldfisant
Pterocles bicinctus,af,Dubbelbandsandpatrys
Pterocles burchelli,af,Gevlekte sandpatrys
Pterocles gutturalis,af,Geelkeelsandpatrys
Pterocles namaqua,af,Kelkiewyn
Pterodroma arminjoniana,af,Trindadestormvoël
Pterodroma baraui,af,Baraustormvoël
Pterodroma feae,af,Feastormvoël
Pterodroma incerta,af,Atlantiese stormvoël
Pterodroma lessonii,af,Witkopstormvoël
Pterodroma macroptera,af,Langvlerkstormvoël
Pterodroma mollis,af,Donsveerstormvoël
Pteromys volans,af,Siberiese vlieënde eekhoring
Pteronura brasiliensis,af,Reuseotter
Ptilopsis granti,af,Witwanguil
Ptilopsis leucotis,af,Witwang-ooruiltjie
Ptiloris victoriae,af,Koningin Victoria se Paradysvoël
Ptychadena anchietae,af,Rooiruggraspadda
Ptychadena mascareniensis,af,Mascarenese Graspadda
Ptychadena mossambica,af,Breëband-graspadda
Ptyonoprogne fuligula,af,Kransswael
Puffinus assimilis,af,Kleinpylstormvoël
Puffinus bailloni,af,Swartkroonpylstormvoël (Tropiese Kleinpylstormvoël)
Puffinus elegans,af,Sub-antarktiese Pylstormvoël
Puffinus lherminieri,af,Tropiese kleinpylstormvoël
Puffinus mauretanicus,af,Baleariese pylstormvoël
Puffinus puffinus,af,Swartbekpylstormvoël
Puma concolor,af,Poema
Pusa sibirica,af,Baikal-rob
Pycnonotus barbatus,af,Swartoogtiptol
Pycnonotus cafer,af,Rooigattiptol
Pycnonotus capensis,af,Kaapse tiptol
Pycnonotus nigricans,af,Rooioogtiptol
Pygoscelis adeliae,af,Adeliepikkewyn
Pygoscelis antarcticus,af,Stormbandpikkewyn
Pygoscelis papua,af,Witoorpikkewyn
Pyrenestes minor,af,Rooistertsaadvretertjie
Pytilia afra,af,Oranjevlerkmelba
Pytilia melba,af,Gewone Melba
Quelea cardinalis,af,Kardinaalkwelea
Quelea erythrops,af,Rooikopkwelea
Quelea quelea,af,Rooibekkwelea
Rallus caerulescens,af,Grootriethaan
Ramphastos toco,af,Tokotoekan
Ramphastos tucanus,af,Cuvier se Toekan
Rangifer tarandus,af,takbok
Raphus cucullatus,af,Dodo
Rattus norvegicus,af,Bruinrot
Recurvirostra avosetta,af,Bontelsie
Redunca arundinum,af,Rietbok
Redunca fulvorufula,af,Rooiribbok
Rhea americana,af,Rhea
Rhinoceros unicornis,af,Indiese renoster
Rhinopomastus cyanomelas,af,Swartbekkakelaar
Rhinoptilus chalcopterus,af,Bronsvlerkdrawwertjie
Rhinoptilus cinctus,af,Driebanddrawwertjie
Riparia paludicola,af,Afrikaanse oewerswael
Riparia riparia,af,Europese oewerswael
Rissa tridactyla,af,Swartpootbrandervoël
Romalea microptera,af,Oostelike lummelsprinkaan
Rostratula benghalensis,af,Goudsnip
Rowettia goughensis,af,Goughstreepkoppie
Rupicola rupicola,af,Kliploerie van Guinee
Rusa unicolor,af,Sambar
Rynchops flavirostris,af,Waterploeër
Rynchops niger,af,Amerikaanse Waterploeër
Sagittarius serpentarius,af,Sekretarisvoël
Saiga tatarica,af,Saiga
Salpornis salvadori,af,Boomkruiper
Salpornis spilonota,af,Boomkruiper
Sarcophilus harrisii,af,Tasmaniese duiwel
Sarkidiornis melanotos,af,Knobbeleend
Sarothrura affinis,af,Gestreepte vleikuiken
Sarothrura ayresi,af,Witvlerkvleikuiken
Sarothrura boehmi,af,Streepborsvleikuiken
Sarothrura elegans,af,Gevlekte vleikuiken
Sarothrura rufa,af,Rooiborsvleikuiken
Saxicola rubetra,af,Europese Bontrokkie
Saxicola rubicola,af,Europese bontrokkie
Saxicola torquatus,af,Gewone bontrokkie
Schismaderma carens,af,Rooiskurwepadda
Schoutedenapus myoptilus,af,Skaarswindswael
Sciurus carolinensis,af,Gryseekhoring
Sciurus vulgaris,af,Eurasiese rooieekhoring
Scleroptila afra,af,Bergpatrys
Scleroptila gutturalis,af,Kalaharipatrys
Scleroptila levaillantii,af,Rooivlerkpatrys
Scleroptila shelleyi,af,Laeveldpatrys
Scopus umbretta,af,Hamerkop
Scotopelia peli,af,Visuil
Semnodactylus wealii,af,Ratelpadda
Serinus alario,af,Swartkopkanarie
Serinus canicollis,af,Kaapse kanarie
Sheppardia gunningi,af,Gunningjanfrederik
Sigelus silens,af,Fiskaalvlieëvanger
Smithornis capensis,af,Breëbek
Spatula clypeata,af,Europese slopeend
Spatula querquedula,af,Somereend
Spermestes cucullata,af,Gewone fret
Spheniscus demersus,af,Brilpikkewyn
Spheniscus humboldti,af,Humboldt-pikkewyn
Spheniscus magellanicus,af,Magellaanpikkewyn
Spheniscus mendiculus,af,Galápagos-pikkewyn
Sphenoeacus afer,af,Grasvoël
Spilopelia senegalensis,af,Lemoenduif
Spizocorys conirostris,af,Pienkbeklewerik
Spizocorys fringillaris,af,Vaalrivierlewerik
Spizocorys sclateri,af,Namakwalewerik
Spizocorys starki,af,Woestynlewerik
Sporopipes squamifrons,af,Baardmannetjie
Stactolaema leucotis,af,Witoorhoutkapper
Stactolaema olivacea,af,Groenhoutkapper
Stactolaema whytii,af,Geelbleshoutkapper
Stenostira scita,af,Feevlieëvanger
Stephanoaetus coronatus,af,Kroonarend
Stercorarius antarcticus,af,Bruinroofmeeu
Stercorarius longicaudus,af,Langstertroofmeeu
Stercorarius maccormicki,af,Suidpoolroofmeeu
Stercorarius parasiticus,af,Arktiese roofmeeu
